s	label	mindatid
gsmin:sorensenite	Sørensenite	3716
gsmin:tacharanite	Tacharanite	3864
gsmin:tachyhydrite	Tachyhydrite	3865
gsmin:tadzhikite-ce	Tadzhikite-(Ce)	3866
gsmin:taenite	Taenite	3868
gsmin:taikanite	Taikanite	3869
gsmin:taimyrite-i	Taimyrite-I	3870
gsmin:tainiolite	Tainiolite	7325
gsmin:takanawaite-y	Takanawaite-(Y)	42698
gsmin:takanelite	Takanelite	3871
gsmin:takedaite	Takedaite	3872
gsmin:takovite	Takovite	3874
gsmin:takeuchiite	Takéuchiite	3873
gsmin:talc	Talc	3875
gsmin:talmessite	Talmessite	3876
gsmin:talnakhite	Talnakhite	3877
gsmin:tamaite	Tamaite	7080
gsmin:tamarugite	Tamarugite	3878
gsmin:tancaite-ce	Tancaite-(Ce)	40045
gsmin:tancoite	Tancoite	3879
gsmin:taneyamalite	Taneyamalite	3880
gsmin:tangeite	Tangeite	4073
gsmin:tanohataite	Tanohataite	32664
gsmin:tantalaeschynite-y	Tantalaeschynite-(Y)	3881
gsmin:tantalcarbide	Tantalcarbide	7327
gsmin:tantalite-fe	Tantalite-(Fe)	1530
gsmin:tantalite-mg	Tantalite-(Mg)	11465
gsmin:tantalite-mn	Tantalite-(Mn)	2522
gsmin:tanteuxenite-y	Tanteuxenite-(Y)	3883
gsmin:tantite	Tantite	3884
gsmin:tapiolite-fe	Tapiolite-(Fe)	1531
gsmin:tapiolite-mn	Tapiolite-(Mn)	2523
gsmin:taramellite	Taramellite	3888
gsmin:taramite	Taramite	3889
gsmin:taranakite	Taranakite	3890
gsmin:tarapacaite	Tarapacáite	3891
gsmin:tarbagataite	Tarbagataite	41103
gsmin:tarbuttite	Tarbuttite	3892
gsmin:tarkianite	Tarkianite	25693
gsmin:taseqite	Taseqite	26453
gsmin:tashelgite	Tashelgite	40270
gsmin:tassieite	Tassieite	29006
gsmin:tatarskite	Tatarskite	3894
gsmin:tatyanaite	Tatyanaite	7013
gsmin:tausonite	Tausonite	3895
gsmin:tavorite	Tavorite	3896
gsmin:tazheranite	Tazheranite	3897
gsmin:tazieffite	Tazieffite	36040
gsmin:tazzoliite	Tazzoliite	42806
gsmin:teallite	Teallite	3900
gsmin:tedhadleyite	Tedhadleyite	10654
gsmin:teepleite	Teepleite	3901
gsmin:tegengrenite	Tegengrenite	7072
gsmin:teineite	Teineite	3902
gsmin:telargpalite	Telargpalite	3903
gsmin:tellurantimony	Tellurantimony	3904
gsmin:tellurite	Tellurite	3905
gsmin:tellurium	Tellurium	3906
gsmin:tellurobismuthite	Tellurobismuthite	3907
gsmin:tellurohauchecornite	Tellurohauchecornite	3898
gsmin:telluromandarinoite	Telluromandarinoite	42801
gsmin:telluronevskite	Telluronevskite	7726
gsmin:telluropalladinite	Telluropalladinite	3899
gsmin:telluroperite	Telluroperite	39670
gsmin:telyushenkoite	Telyushenkoite	25600
gsmin:temagamite	Temagamite	3908
gsmin:tengchongite	Tengchongite	3909
gsmin:tengerite-y	Tengerite-(Y)	3910
gsmin:tennantite	Tennantite	3911
gsmin:tenorite	Tenorite	3912
gsmin:tephroite	Tephroite	3913
gsmin:terlinguacreekite	Terlinguacreekite	27470
gsmin:terlinguaite	Terlinguaite	3914
gsmin:ternesite	Ternesite	7330
gsmin:ternovite	Ternovite	7331
gsmin:terranovaite	Terranovaite	7332
gsmin:terrywallaceite	Terrywallaceite	42804
gsmin:terskite	Terskite	3915
gsmin:tertschite	Tertschite	3916
gsmin:teruggite	Teruggite	3917
gsmin:teschemacherite	Teschemacherite	3918
gsmin:tetra-auricupride	Tetra-auricupride	3920
gsmin:tetradymite	Tetradymite	3921
gsmin:tetraferriannite	Tetraferriannite	7333
gsmin:tetraferriphlogopite	Tetraferriphlogopite	3922
gsmin:tetraferroplatinum	Tetraferroplatinum	3923
gsmin:tetrahedrite	Tetrahedrite	3924
gsmin:tetrarooseveltite	Tetrarooseveltite	3926
gsmin:tetrataenite	Tetrataenite	3927
gsmin:tetrawickmanite	Tetrawickmanite	3928
gsmin:thadeuite	Thadeuite	3929
gsmin:thalcusite	Thalcusite	3930
gsmin:thalfenisite	Thalfenisite	3932
gsmin:thalenite-y	Thalénite-(Y)	3931
gsmin:thaumasite	Thaumasite	3933
gsmin:theisite	Theisite	3934
gsmin:theoparacelsite	Theoparacelsite	10589
gsmin:theophrastite	Theophrastite	3936
gsmin:thermessaite	Thermessaite	32287
gsmin:thermonatrite	Thermonatrite	3938
gsmin:thomasclarkite-y	Thomasclarkite-(Y)	7336
gsmin:thometzekite	Thometzekite	3939
gsmin:thomsenolite	Thomsenolite	3940
gsmin:thomsonite-sr	Thomsonite-Sr	28899
gsmin:thorbastnasite	Thorbastnäsite	3942
gsmin:thoreaulite	Thoreaulite	3943
gsmin:thorianite	Thorianite	3944
gsmin:thorikosite	Thorikosite	3945
gsmin:thorite	Thorite	3946
gsmin:thornasite	Thornasite	3947
gsmin:thorneite	Thorneite	39558
gsmin:thorosteenstrupine	Thorosteenstrupine	3949
gsmin:thortveitite	Thortveitite	3950
gsmin:thorutite	Thorutite	3951
gsmin:threadgoldite	Threadgoldite	3952
gsmin:thenardite	Thénardite	3935
gsmin:theresemagnanite	Thérèsemagnanite	3937
gsmin:tiemannite	Tiemannite	3957
gsmin:tienshanite	Tienshanite	3958
gsmin:tiettaite	Tiettaite	3959
gsmin:tikhonenkovite	Tikhonenkovite	3961
gsmin:tilasite	Tilasite	3962
gsmin:tilleyite	Tilleyite	3964
gsmin:tillmannsite	Tillmannsite	28901
gsmin:timroseite	Timroseite	39836
gsmin:tin	Tin	3965
gsmin:tinaksite	Tinaksite	3966
gsmin:tincalconite	Tincalconite	3967
gsmin:tinsleyite	Tinsleyite	3969
gsmin:tinticite	Tinticite	3970
gsmin:tintinaite	Tintinaite	3971
gsmin:tinzenite	Tinzenite	3972
gsmin:tiptopite	Tiptopite	3973
gsmin:tiragalloite	Tiragalloite	3974
gsmin:tischendorfite	Tischendorfite	11112
gsmin:tisinalite	Tisinalite	3976
gsmin:titanite	Titanite	3977
gsmin:titanium	Titanium	7339
gsmin:titanomaghemite	Titanomaghemite	29152
gsmin:titanowodginite	Titanowodginite	3979
gsmin:titantaramellite	Titantaramellite	3980
gsmin:tivanite	Tivanite	3981
gsmin:tlalocite	Tlalocite	3982
gsmin:tlapallite	Tlapallite	3983
gsmin:tobelite	Tobelite	3984
gsmin:tobermorite	Tobermorite	3985
gsmin:tochilinite	Tochilinite	3986
gsmin:tocornalite	Tocornalite	3987
gsmin:todorokite	Todorokite	3988
gsmin:tokkoite	Tokkoite	3989
gsmin:tokyoite	Tokyoite	25633
gsmin:tolbachite	Tolbachite	3990
gsmin:tolovkite	Tolovkite	3991
gsmin:tomichite	Tomichite	3993
gsmin:tongbaite	Tongbaite	3994
gsmin:tooeleite	Tooeleite	3995
gsmin:topaz	Topaz	3996
gsmin:torbernite	Torbernite	3997
gsmin:torreyite	Torreyite	4000
gsmin:tosudite	Tosudite	4001
gsmin:toturite	Toturite	39570
gsmin:tounkite	Tounkite	4002
gsmin:townendite	Townendite	39764
gsmin:toyohaite	Toyohaite	4004
gsmin:trabzonite	Trabzonite	4005
gsmin:tranquillityite	Tranquillityite	4006
gsmin:traskite	Traskite	4007
gsmin:trattnerite	Trattnerite	26354
gsmin:treasurite	Treasurite	4008
gsmin:trechmannite	Trechmannite	4009
gsmin:trembathite	Trembathite	4010
gsmin:tremolite	Tremolite	4011
gsmin:trevorite	Trevorite	4012
gsmin:triangulite	Triangulite	4014
gsmin:tridymite	Tridymite	4015
gsmin:trigonite	Trigonite	4016
gsmin:trikalsilite	Trikalsilite	4017
gsmin:trilithionite	Trilithionite	7341
gsmin:trimerite	Trimerite	4018
gsmin:trimounsite-y	Trimounsite-(Y)	4019
gsmin:triphylite	Triphylite	4020
gsmin:triplite	Triplite	4021
gsmin:triploidite	Triploidite	4022
gsmin:trippkeite	Trippkeite	4023
gsmin:tripuhyite	Tripuhyite	4024
gsmin:tristramite	Tristramite	4025
gsmin:tritomite-ce	Tritomite-(Ce)	4026
gsmin:trogtalite	Trogtalite	4028
gsmin:troilite	Troilite	4029
gsmin:trolleite	Trolleite	4030
gsmin:trona	Trona	4031
gsmin:truscottite	Truscottite	4033
gsmin:trogerite	Trögerite	4013
gsmin:trustedtite	Trüstedtite	4032
gsmin:tsaregorodtsevite	Tsaregorodtsevite	4034
gsmin:tschermakite	Tschermakite	4035
gsmin:tschermigite	Tschermigite	4036
gsmin:tschernichite	Tschernichite	4037
gsmin:tschortnerite	Tschörtnerite	7343
gsmin:tsepinite-k	Tsepinite-K	26355
gsmin:tsepinite-na	Tsepinite-Na	11013
gsmin:tsepinite-sr	Tsepinite-Sr	27458
gsmin:tsilaisite	Tsilaisite	8016
gsmin:tsnigriite	Tsnigriite	4038
gsmin:tsugaruite	Tsugaruite	7344
gsmin:tsumcorite	Tsumcorite	4039
gsmin:tsumebite	Tsumebite	4040
gsmin:tsumgallite	Tsumgallite	11481
gsmin:tsumoite	Tsumoite	4041
gsmin:tubulite	Tubulite	42737
gsmin:tucekite	Tucekite	4042
gsmin:tugarinovite	Tugarinovite	4043
gsmin:tugtupite	Tugtupite	4044
gsmin:tuhualite	Tuhualite	4045
gsmin:tulameenite	Tulameenite	4046
gsmin:tuliokite	Tuliokite	4047
gsmin:tumchaite	Tumchaite	7102
gsmin:tundrite-ce	Tundrite-(Ce)	4048
gsmin:tundrite-nd	Tundrite-(Nd)	4049
gsmin:tunellite	Tunellite	4050
gsmin:tungsten	Tungsten	7982
gsmin:tungstenite	Tungstenite	4051
gsmin:tungstibite	Tungstibite	4052
gsmin:tungstite	Tungstite	4054
gsmin:tungusite	Tungusite	4055
gsmin:tunisite	Tunisite	4056
gsmin:tuperssuatsiaite	Tuperssuatsiaite	4057
gsmin:turanite	Turanite	4058
gsmin:turkestanite	Turkestanite	7345
gsmin:turneaureite	Turneaureite	4059
gsmin:turquoise	Turquoise	4060
gsmin:turtmannite	Turtmannite	11090
gsmin:tuscanite	Tuscanite	4061
gsmin:tusionite	Tusionite	4062
gsmin:tuzlaite	Tuzlaite	4063
gsmin:tvalchrelidzeite	Tvalchrelidzeite	4064
gsmin:tvedalite	Tvedalite	4065
gsmin:tveitite-y	Tveitite-(Y)	4066
gsmin:twinnite	Twinnite	4067
gsmin:tychite	Tychite	4068
gsmin:tyretskite	Tyretskite	4069
gsmin:tyrolite	Tyrolite	4070
gsmin:tyrrellite	Tyrrellite	4071
gsmin:tyuyamunite	Tyuyamunite	4072
gsmin:tornebohmite-ce	Törnebohmite-(Ce)	3998
gsmin:tornebohmite-la	Törnebohmite-(La)	3999
gsmin:tornroosite	Törnroosite	43185
gsmin:uchucchacuaite	Uchucchacuaite	4075
gsmin:uedaite-ce	Uedaite-(Ce)	29545
gsmin:uklonskovite	Uklonskovite	4084
gsmin:ulexite	Ulexite	4085
gsmin:ullmannite	Ullmannite	4086
gsmin:ulrichite	Ulrichite	4088
gsmin:ulvospinel	Ulvöspinel	4089
gsmin:umangite	Umangite	4090
gsmin:umbite	Umbite	4091
gsmin:umbozerite	Umbozerite	4092
gsmin:umbrianite	Umbrianite	42376
gsmin:umohoite	Umohoite	4093
gsmin:ungavaite	Ungavaite	27471
gsmin:ungemachite	Ungemachite	4095
gsmin:upalite	Upalite	4096
gsmin:uralborite	Uralborite	4097
gsmin:uralolite	Uralolite	4099
gsmin:uramarsite	Uramarsite	28919
gsmin:uramphite	Uramphite	4100
gsmin:urancalcarite	Urancalcarite	4101
gsmin:uraninite	Uraninite	4102
gsmin:uranocircite-ii	Uranocircite-II	4105
gsmin:uranophane-alpha	Uranophane-a	4107
gsmin:uranophane-beta	Uranophane-ß	4106
gsmin:uranopilite	Uranopilite	4108
gsmin:uranopolycrase	Uranopolycrase	4109
gsmin:uranosilite	Uranosilite	4110
gsmin:uranospathite	Uranospathite	4111
gsmin:uranosphaerite	Uranosphaerite	4112
gsmin:uranospinite	Uranospinite	4113
gsmin:uranotungstite	Uranotungstite	4115
gsmin:urea	Urea	4117
gsmin:uricite	Uricite	4118
gsmin:urusovite	Urusovite	7070
gsmin:urvantsevite	Urvantsevite	4120
gsmin:ushkovite	Ushkovite	4129
gsmin:usovite	Usovite	4121
gsmin:ussingite	Ussingite	4122
gsmin:ustarasite	Ustarasite	4123
gsmin:utahite	Utahite	7348
gsmin:uvanite	Uvanite	4124
gsmin:uvarovite	Uvarovite	4125
gsmin:uytenbogaardtite	Uytenbogaardtite	4127
gsmin:uzonite	Uzonite	4128
gsmin:vaesite	Vaesite	4133
gsmin:vajdakite	Vajdakite	7053
gsmin:valentinite	Valentinite	4135
gsmin:valleriite	Valleriite	4136
gsmin:vanackerite	Vanackerite	42744
gsmin:vanadinite	Vanadinite	4139
gsmin:vanadio-oxy-chromium-dravite	Vanadio-oxy-chromium-dravite	43355
gsmin:vanadio-oxy-dravite	Vanadio-oxy-dravite	43563
gsmin:vanadiocarpholite	Vanadiocarpholite	26774
gsmin:vanadium	Vanadium	43604
gsmin:vanadoandrosite-ce	Vanadoandrosite-(Ce)	27466
gsmin:vanadomalayaite	Vanadomalayaite	7349
gsmin:vanalite	Vanalite	4143
gsmin:vandenbrandeite	Vandenbrandeite	4144
gsmin:vandendriesscheite	Vandendriesscheite	4145
gsmin:vanmeersscheite	Vanmeersscheite	4147
gsmin:vanoxite	Vanoxite	4149
gsmin:vantasselite	Vantasselite	4150
gsmin:vanthoffite	Vanthoffite	4151
gsmin:vanuralite	Vanuralite	4152
gsmin:varennesite	Varennesite	4155
gsmin:variscite	Variscite	4156
gsmin:varulite	Varulite	4158
gsmin:vashegyite	Vashegyite	4159
gsmin:vasilite	Vasilite	4160
gsmin:vasilyevite	Vasilyevite	25677
gsmin:vaterite	Vaterite	4161
gsmin:vaughanite	Vaughanite	4162
gsmin:vauquelinite	Vauquelinite	4163
gsmin:vauxite	Vauxite	4164
gsmin:vavrinite	Vavrínite	28949
gsmin:veatchite	Veatchite	4166
gsmin:veblenite	Veblenite	41133
gsmin:veenite	Veenite	4167
gsmin:velikite	Velikite	4168
gsmin:verbeekite	Verbeekite	25640
gsmin:vergasovaite	Vergasovaite	7352
gsmin:vermiculite	Vermiculite	4170
gsmin:vernadite	Vernadite	4171
gsmin:verplanckite	Verplanckite	4172
gsmin:versiliaite	Versiliaite	4173
gsmin:vertumnite	Vertumnite	4174
gsmin:veselovskyite	Veselovskýite	29007
gsmin:vesuvianite	Vesuvianite	4223
gsmin:veszelyite	Veszelyite	4176
gsmin:viaeneite	Viaeneite	7353
gsmin:vicanite-ce	Vicanite-(Ce)	7354
gsmin:vigezzite	Vigezzite	4177
gsmin:vigrishinite	Vigrishinite	42852
gsmin:vihorlatite	Vihorlatite	7356
gsmin:viitaniemiite	Viitaniemiite	4178
gsmin:vikingite	Vikingite	4179
gsmin:villamaninite	Villamanínite	4180
gsmin:villiaumite	Villiaumite	4181
gsmin:villyaellenite	Villyaellenite	4182
gsmin:vimsite	Vimsite	4183
gsmin:vincentite	Vincentite	4184
gsmin:vinciennite	Vinciennite	4185
gsmin:vinogradovite	Vinogradovite	4186
gsmin:violarite	Violarite	4187
gsmin:virgilite	Virgilite	4188
gsmin:vishnevite	Vishnevite	4190
gsmin:vismirnovite	Vismirnovite	4191
gsmin:vistepite	Vistepite	4192
gsmin:vitimite	Vitimite	25601
gsmin:vitusite-ce	Vitusite-(Ce)	4193
gsmin:vivianite	Vivianite	4194
gsmin:vladimirite	Vladimirite	4195
gsmin:vladimirivanovite	Vladimirivanovite	41155
gsmin:vladkrivovichevite	Vladkrivovichevite	42043
gsmin:vladykinite	Vladykinite	42242
gsmin:vlasovite	Vlasovite	4196
gsmin:vlodavetsite	Vlodavetsite	7357
gsmin:vochtenite	Vochtenite	4197
gsmin:voggite	Voggite	4198
gsmin:voglite	Voglite	4199
gsmin:volaschioite	Volaschioite	40051
gsmin:volborthite	Volborthite	4200
gsmin:volkonskoite	Volkonskoite	4201
gsmin:volkovskite	Volkovskite	4202
gsmin:voloshinite	Voloshinite	35831
gsmin:voltaite	Voltaite	4203
gsmin:volynskite	Volynskite	4205
gsmin:vonbezingite	Vonbezingite	4206
gsmin:vonsenite	Vonsenite	4207
gsmin:vorlanite	Vorlanite	39569
gsmin:voronkovite	Voronkovite	32199
gsmin:voudourisite	Voudourisite	43255
gsmin:vozhminite	Vozhminite	4210
gsmin:vrbaite	Vrbaite	4211
gsmin:vuagnatite	Vuagnatite	4212
gsmin:vulcanite	Vulcanite	4213
gsmin:vuonnemite	Vuonnemite	4216
gsmin:vuorelainenite	Vuorelainenite	4217
gsmin:vuoriyarvite-k	Vuoriyarvite-K	7359
gsmin:vurroite	Vurroite	27393
gsmin:vyacheslavite	Vyacheslavite	4218
gsmin:vyalsovite	Vyalsovite	4219
gsmin:vysokyite	Vysokýite	43595
gsmin:vysotskite	Vysotskite	4221
gsmin:vyuntspakhkite-y	Vyuntspakhkite-(Y)	4222
gsmin:vastmanlandite-ce	Västmanlandite-(Ce)	26372
gsmin:vayrynenite	Väyrynenite	4220
gsmin:vesignieite	Vésigniéite	4175
gsmin:wadalite	Wadalite	4226
gsmin:wadeite	Wadeite	4227
gsmin:wadsleyite	Wadsleyite	4228
gsmin:wagnerite	Wagnerite	4229
gsmin:wairakite	Wairakite	4230
gsmin:wairauite	Wairauite	4231
gsmin:wakabayashilite	Wakabayashilite	4232
gsmin:wakefieldite-ce	Wakefieldite-(Ce)	4233
gsmin:wakefieldite-la	Wakefieldite-(La)	35901
gsmin:wakefieldite-nd	Wakefieldite-(Nd)	38894
gsmin:wakefieldite-y	Wakefieldite-(Y)	4234
gsmin:walentaite	Walentaite	4235
gsmin:walfordite	Walfordite	7360
gsmin:walkerite	Walkerite	29154
gsmin:wallisite	Wallisite	4236
gsmin:wallkilldellite	Wallkilldellite	4237
gsmin:wallkilldellite-fe	Wallkilldellite-(Fe)	7361
gsmin:walpurgite	Walpurgite	4238
gsmin:walstromite	Walstromite	4239
gsmin:walthierite	Walthierite	4240
gsmin:wardite	Wardite	4242
gsmin:wardsmithite	Wardsmithite	4243
gsmin:warikahnite	Warikahnite	4244
gsmin:warwickite	Warwickite	4245
gsmin:watanabeite	Watanabeite	4246
gsmin:watatsumiite	Watatsumiite	11461
gsmin:waterhouseite	Waterhouseite	27485
gsmin:watkinsonite	Watkinsonite	4247
gsmin:wattersite	Wattersite	4248
gsmin:wattevilleite	Wattevilleite	4249
gsmin:wavellite	Wavellite	4250
gsmin:wawayandaite	Wawayandaite	4251
gsmin:waylandite	Waylandite	4252
gsmin:weberite	Weberite	4253
gsmin:weddellite	Weddellite	4254
gsmin:weeksite	Weeksite	4255
gsmin:wegscheiderite	Wegscheiderite	4256
gsmin:weibullite	Weibullite	4257
gsmin:weilerite	Weilerite	4258
gsmin:weilite	Weilite	4259
gsmin:weinebeneite	Weinebeneite	4260
gsmin:weishanite	Weishanite	4261
gsmin:weissbergite	Weissbergite	4262
gsmin:weissite	Weissite	4263
gsmin:welinite	Welinite	4264
gsmin:weloganite	Weloganite	4266
gsmin:welshite	Welshite	4267
gsmin:wendwilsonite	Wendwilsonite	4268
gsmin:wenkite	Wenkite	4269
gsmin:werdingite	Werdingite	4270
gsmin:wermlandite	Wermlandite	4271
gsmin:wernerbaurite	Wernerbaurite	43585
gsmin:wesselsite	Wesselsite	7364
gsmin:westerveldite	Westerveldite	4273
gsmin:wheatleyite	Wheatleyite	4274
gsmin:whelanite	Whelanite	11215
gsmin:wherryite	Wherryite	4275
gsmin:whewellite	Whewellite	4276
gsmin:whitecapsite	Whitecapsite	43221
gsmin:whiteite-cafemg	Whiteite-(CaFeMg)	4277
gsmin:whiteite-camgmg	Whiteite-(CaMgMg)	47786
gsmin:whiteite-camnmg	Whiteite-(CaMnMg)	4278
gsmin:whiteite-camnmn	Whiteite-(CaMnMn)	40435
gsmin:whiteite-mnfemg	Whiteite-(MnFeMg)	4279
gsmin:whiteite-mnmnmg	Whiteite-(MnMnMg)	43540
gsmin:whitlockite	Whitlockite	4280
gsmin:whitmoreite	Whitmoreite	4281
gsmin:wickenburgite	Wickenburgite	4282
gsmin:wickmanite	Wickmanite	4283
gsmin:wicksite	Wicksite	4284
gsmin:widenmannite	Widenmannite	4285
gsmin:widgiemoolthalite	Widgiemoolthalite	4286
gsmin:wightmanite	Wightmanite	4287
gsmin:wilcoxite	Wilcoxite	4288
gsmin:wilhelmgumbelite	Wilhelmgümbelite	46972
gsmin:wilhelmkleinite	Wilhelmkleinite	7365
gsmin:wilhelmramsayite	Wilhelmramsayite	27204
gsmin:wilhelmvierlingite	Wilhelmvierlingite	4289
gsmin:wilkinsonite	Wilkinsonite	4290
gsmin:wilkmanite	Wilkmanite	4291
gsmin:willemite	Willemite	4292
gsmin:willemseite	Willemseite	4293
gsmin:willhendersonite	Willhendersonite	4294
gsmin:willyamite	Willyamite	4295
gsmin:wiluite	Wiluite	7367
gsmin:winchite	Winchite	4296
gsmin:windhoekite	Windhoekite	41574
gsmin:winstanleyite	Winstanleyite	4297
gsmin:wiserite	Wiserite	4298
gsmin:witherite	Witherite	4299
gsmin:wittichenite	Wittichenite	4300
gsmin:wittite	Wittite	4301
gsmin:witzkeite	Witzkeite	42408
gsmin:wodginite	Wodginite	4302
gsmin:wolfeite	Wolfeite	4304
gsmin:wollastonite	Wollastonite	4323
gsmin:wonesite	Wonesite	4309
gsmin:woodallite	Woodallite	10319
gsmin:woodhouseite	Woodhouseite	4311
gsmin:woodruffite	Woodruffite	4312
gsmin:woodwardite	Woodwardite	4314
gsmin:wooldridgeite	Wooldridgeite	7371
gsmin:wopmayite	Wopmayite	42881
gsmin:wroewolfeite	Wroewolfeite	4315
gsmin:wulfenite	Wulfenite	4322
gsmin:wupatkiite	Wupatkiite	7372
gsmin:wurtzite	Wurtzite	4318
gsmin:wyartite	Wyartite	4319
gsmin:wycheproofite	Wycheproofite	4320
gsmin:wyllieite	Wyllieite	4321
gsmin:wohlerite	Wöhlerite	4303
gsmin:wolsendorfite	Wölsendorfite	4308
gsmin:wulfingite	Wülfingite	4317
gsmin:wustite	Wüstite	4316
gsmin:xanthiosite	Xanthiosite	4327
gsmin:xanthoconite	Xanthoconite	4330
gsmin:xanthoxenite	Xanthoxenite	4347
gsmin:xenotime-y	Xenotime-(Y)	4333
gsmin:xenotime-yb	Xenotime-(Yb)	7374
gsmin:xiangjiangite	Xiangjiangite	4334
gsmin:xifengite	Xifengite	4335
gsmin:xilingolite	Xilingolite	4336
gsmin:ximengite	Ximengite	4337
gsmin:xingzhongite	Xingzhongite	4339
gsmin:xitieshanite	Xitieshanite	4341
gsmin:xocolatlite	Xocolatlite	38843
gsmin:xocomecatlite	Xocomecatlite	4342
gsmin:xonotlite	Xonotlite	4343
gsmin:yafsoanite	Yafsoanite	4349
gsmin:yakhontovite	Yakhontovite	4351
gsmin:yakovenchukite-y	Yakovenchukite-(Y)	29094
gsmin:yancowinnaite	Yancowinnaite	40560
gsmin:yangite	Yangite	43575
gsmin:yanomamite	Yanomamite	4352
gsmin:yarlongite	Yarlongite	35899
gsmin:yaroshevskite	Yaroshevskite	42747
gsmin:yaroslavite	Yaroslavite	4353
gsmin:yarrowite	Yarrowite	4354
gsmin:yavapaiite	Yavapaiite	4355
gsmin:yazganite	Yazganite	27522
gsmin:yeelimite	Ye'elimite	4356
gsmin:yeatmanite	Yeatmanite	4357
gsmin:yecoraite	Yecoraite	4358
gsmin:yedlinite	Yedlinite	4359
gsmin:yegorovite	Yegorovite	38851
gsmin:yimengite	Yimengite	4361
gsmin:yingjiangite	Yingjiangite	4362
gsmin:yixunite	Yixunite	7378
gsmin:yoderite	Yoderite	4363
gsmin:yofortierite	Yofortierite	4364
gsmin:yoshimuraite	Yoshimuraite	4365
gsmin:yttriaite-y	Yttriaite-(Y)	40471
gsmin:yttrialite-y	Yttrialite-(Y)	4367
gsmin:yttrocolumbite-y	Yttrocolumbite-(Y)	4369
gsmin:yttrocrasite-y	Yttrocrasite-(Y)	4370
gsmin:yttrotantalite-y	Yttrotantalite-(Y)	4373
gsmin:yttrotungstite-ce	Yttrotungstite-(Ce)	7380
gsmin:yttrotungstite-y	Yttrotungstite-(Y)	4374
gsmin:yuanfuliite	Yuanfuliite	4375
gsmin:yuanjiangite	Yuanjiangite	7381
gsmin:yugawaralite	Yugawaralite	4376
gsmin:yukonite	Yukonite	4377
gsmin:yuksporite	Yuksporite	4378
gsmin:yushkinite	Yushkinite	4379
gsmin:yvonite	Yvonite	7382
gsmin:zabuyelite	Zabuyelite	4380
gsmin:zaccagnaite	Zaccagnaite	10810
gsmin:zaccariniite	Zaccariniite	42874
gsmin:zaherite	Zaherite	4381
gsmin:zakharovite	Zakharovite	4383
gsmin:zanazziite	Zanazziite	4385
gsmin:zangboite	Zangboite	35900
gsmin:zapatalite	Zapatalite	4386
gsmin:zaratite	Zaratite	4388
gsmin:zavaliaite	Zavalíaite	42757
gsmin:zavaritskite	Zavaritskite	4389
gsmin:zairite	Zaïrite	4382
gsmin:zdenekite	Zden?kite	7384
gsmin:zektzerite	Zektzerite	4390
gsmin:zellerite	Zellerite	4391
gsmin:zemannite	Zemannite	4392
gsmin:zemkorite	Zemkorite	4393
gsmin:zenzenite	Zenzénite	4394
gsmin:zeophyllite	Zeophyllite	4396
gsmin:zeravshanite	Zeravshanite	25702
gsmin:zeunerite	Zeunerite	4397
gsmin:zhanghengite	Zhanghengite	4398
gsmin:zhangpeishanite	Zhangpeishanite	31501
gsmin:zharchikhite	Zharchikhite	4399
gsmin:zhemchuzhnikovite	Zhemchuzhnikovite	4400
gsmin:ziesite	Ziesite	4402
gsmin:zigrasite	Zigrasite	39007
gsmin:zimbabweite	Zimbabweite	4403
gsmin:zinc	Zinc	4405
gsmin:zincalstibite	Zincalstibite	7055
gsmin:zincaluminite	Zincaluminite	4409
gsmin:zincgartrellite	Zincgartrellite	7043
gsmin:zincite	Zincite	4410
gsmin:zinclipscombite	Zinclipscombite	29136
gsmin:zincmelanterite	Zincmelanterite	4406
gsmin:zincochromite	Zincochromite	4412
gsmin:zincocopiapite	Zincocopiapite	4413
gsmin:zincohogbomite-2n2s	Zincohögbomite-2<i>N</i>2<i>S</i>	7386
gsmin:zincohogbomite-2n6s	Zincohögbomite-2<i>N</i>6<i>S</i>	11444
gsmin:zincolibethenite	Zincolibethenite	25713
gsmin:zincolivenite	Zincolivenite	31502
gsmin:zincospiroffite	Zincospiroffite	25709
gsmin:zincostaurolite	Zincostaurolite	27027
gsmin:zincovoltaite	Zincovoltaite	4438
gsmin:zincowoodwardite	Zincowoodwardite	10811
gsmin:zincrosasite	Zincrosasite	4414
gsmin:zincroselite	Zincroselite	4415
gsmin:zincsilite	Zincsilite	4416
gsmin:zinczippeite	Zinczippeite	4408
gsmin:zinkenite	Zinkenite	4417
gsmin:zinkosite	Zinkosite	4418
gsmin:zippeite	Zippeite	4420
gsmin:zircon	Zircon	4421
gsmin:zirconolite	Zirconolite	4422
gsmin:zircophyllite	Zircophyllite	4423
gsmin:zircosulfate	Zircosulfate	4424
gsmin:zirkelite	Zirkelite	4425
gsmin:zirklerite	Zirklerite	4426
gsmin:zirsilite-ce	Zirsilite-(Ce)	25675
gsmin:zirsinalite	Zirsinalite	4427
gsmin:zlatogorite	Zlatogorite	7387
gsmin:znucalite	Znucalite	4428
gsmin:zodacite	Zodacite	4429
gsmin:zoisite	Zoisite	4430
gsmin:zoltaiite	Zoltaiite	27502
gsmin:zorite	Zorite	4431
gsmin:zoubekite	Zoubekite	4432
gsmin:zugshunstite-ce	Zugshunstite-(Ce)	7023
gsmin:zunyite	Zunyite	4433
gsmin:zussmanite	Zussmanite	4434
gsmin:zvyaginite	Zvyaginite	45949
