s	label	def
min:pumpellyite-fe3plus	Pumpellyite-(Fe3+)	Ca2(Fe3+,Mg)(Al,Fe3+)2(Si2O7)(SiO4)(OH,O)2 · H2O Nickel-Strunz 09.BG.20
min:pumpellyite-mg	Pumpellyite-(Mg)	Ca2MgAl2(Si2O7)(SiO4)(OH)2 · H2O Nickel-Strunz 09.BG.20
min:pumpellyite-mn2plus	Pumpellyite-(Mn2+)	Ca2Mn2+Al2(Si2O7)(SiO4)(OH)2 · H2O Nickel-Strunz 09.BG.20
min:puninite	Puninite	Na2Cu3O(SO4)3 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:punkaruaivite	Punkaruaivite	LiTi2(HSi4O12)(OH)2 · H2O Nickel-Strunz 09.DB.15
min:purpurite	Purpurite	(Mn3+,Fe3+)PO4 Nickel-Strunz 08.AB.10
min:pushcharovskite	Pushcharovskite	K0.6Cu18(AsO4)(HAsO4)10(H2AsO4)4(OH)9.6·18.6H2O Nickel-Strunz 08.CA.55
min:putnisite	Putnisite	SrCa4Cr3+8(CO3)8SO4(OH)16 · 23H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:putoranite	Putoranite	Cu1.1Fe1.2S2 Nickel-Strunz 02.CB.10b
min:putzite	Putzite	(Cu4.7Ag3.3)GeS6 Nickel-Strunz 02.BA.70
min:pyatenkoite-y	Pyatenkoite-(Y)	Na5YTi[SiO3]6 · 6H2O Nickel-Strunz 09.DM.10
min:pyracmonite	Pyracmonite	(NH4)3Fe(SO4)3 Nickel-Strunz 07.AC.08
min:pyrargyrite	Pyrargyrite	Ag3SbS3 Nickel-Strunz 02.GA.05
min:pyrite	Pyrite	FeS2 Nickel-Strunz 02.EB.05a
min:pyroaurite	Pyroaurite	Mg6Fe3+2(OH)16[CO3] · 4H2O Nickel-Strunz 05.DA.50
min:pyroaurite-2h	Pyroaurite-2H	Mg6Fe3+2(OH)16(CO3) · 4H2O Nickel-Strunz 05.DA.45
min:pyrobelonite	Pyrobelonite	PbMn2+(VO4)(OH) Nickel-Strunz 08.BH.40
min:pyrochlore	Pyrochlore	Ca2Nb2O7 Nickel-Strunz 04.DH.15
min:pyrochroite	Pyrochroite	Mn(OH)2 Nickel-Strunz 04.FE.05
min:pyrocoproite	Pyrocoproite	(K,Na)2Mg(P2O7) Nickel-Strunz 08.FA.20
min:pyrolusite	Pyrolusite	Mn4+O2 Nickel-Strunz 04.DB.05
min:pyromorphite	Pyromorphite	Pb5(PO4)3Cl Nickel-Strunz 08.BN.05
min:pyrope	Pyrope	Mg3Al2(SiO4)3 Nickel-Strunz 09.AD.25
min:pyrophanite	Pyrophanite	Mn2+TiO3 Nickel-Strunz 04.CB.05
min:pyrophosphite	Pyrophosphite	K2Ca(P2O7) Nickel-Strunz 08.FA.20
min:pyrophyllite	Pyrophyllite	Al2Si4O10(OH)2 Nickel-Strunz 09.EC.10
min:pyrosmalite-fe	Pyrosmalite-(Fe)	Fe2+8Si6O15(OH,Cl)10 Nickel-Strunz 09.EE.10
min:pyrosmalite-mn	Pyrosmalite-(Mn)	Mn2+8Si6O15(OH,Cl)10 Nickel-Strunz 09.EE.10
min:pyrostilpnite	Pyrostilpnite	Ag3SbS3 Nickel-Strunz 02.GA.10
min:pyroxene	Pyroxene	Pyroxene. Nickel-Strunz 09.DA
min:pyroxferroite	Pyroxferroite	(Fe,Mn,Ca)SiO3 Nickel-Strunz 09.DO.05
min:pyroxmangite	Pyroxmangite	MnSiO3 Nickel-Strunz 09.DO.05
min:pyrrhotite	Pyrrhotite	Fe7S8 Nickel-Strunz 02.CC.10
min:paakkonenite	Pääkkönenite	Sb2AsS2 Nickel-Strunz 02.DB.05
min:peligotite	Péligotite	Na6(UO2)(SO4)4·4H2O Nickel-Strunz 07.EC. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:pisekite-y	Písekite-(Y)	(Y,As,Ca,Fe,U)(Nb,Ti,Ta)O4 Nickel-Strunz 04.00.
min:pribramite	P?íbramite	CuSbSe2 Nickel-Strunz 02.HA. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:qandilite	Qandilite	(Mg,Fe3+)2(Ti,Fe3+,Al)O4 Nickel-Strunz 04.BB.05
min:qaqarssukite-ce	Qaqarssukite-(Ce)	Ba(Ce,REE)(CO3)2F Nickel-Strunz 05.BD.25
min:qatranaite	Qatranaite	CaZn2(OH)6(H2O)2 Nickel-Strunz 04.F0. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:qilianshanite	Qilianshanite	NaHCO3 · H3BO3 · 2H2O Nickel-Strunz 06.HA.55
min:qingheiite	Qingheiite	NaMn3+Mg(Al,Fe3+)(PO4)3 Nickel-Strunz 08.AC.15
min:qingheiite-fe2plus	Qingheiite-(Fe2+)	Na2Fe2+MgAl(PO4)3 Nickel-Strunz 08.AC.15
min:qingsongite	Qingsongite	BN Nickel-Strunz 01.BC. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:qitianlingite	Qitianlingite	(Fe,Mn)2(Nb,Ta)2WO10 Nickel-Strunz 04.DB.35
min:quadratite	Quadratite	Ag(Cd,Pb)AsS3 Nickel-Strunz 02.GC.25
min:quadridavyne	Quadridavyne	(Na,K)6Ca2(Al6Si6O24)Cl4 Nickel-Strunz 09.FB.05
min:quadruphite	Quadruphite	Na14Ca2Ti4(Si2O7)2(PO4)2O2F Nickel-Strunz 09.BE.45
min:quartz	Quartz	SiO2 Nickel-Strunz 04.DA.05
min:queitite	Queitite	Pb4Zn2(SO4)(SiO4)(Si2O7) Nickel-Strunz 09.BF.20
min:quenselite	Quenselite	PbMnO2(OH) Nickel-Strunz 04.FE.30
min:quenstedtite	Quenstedtite	Fe2(SO4)3 · 11H2O Nickel-Strunz 07.CB.65
min:quetzalcoatlite	Quetzalcoatlite	Zn6Cu3(TeO6)2(OH)6 · AgxPbyClx+2y Nickel-Strunz 04.FE.45
min:quijarroite	Quijarroite	Cu6HgPb2Bi4Se12 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:quintinite	Quintinite	Mg4Al2(OH)12(CO3) · 3H2O Nickel-Strunz 05.DA.40
min:quintinite-3t	Quintinite-3T	Mg4Al2(OH)12CO3 · 4H2O Nickel-Strunz 05.DA.40
min:qusongite	Qusongite	WC Nickel-Strunz 01.BA.25
min:raadeite	Raadeite	Mg7(PO4)2(OH)8 Nickel-Strunz 08.BE.30
min:rabbittite	Rabbittite	Ca3Mg3(UO2)2(CO3)6(OH)4 · 18H2O Nickel-Strunz 05.ED.25
min:rabejacite	Rabejacite	Ca(UO2)4(SO4)2(OH)6 · 6H2O Nickel-Strunz 07.EC.10
min:raberite	Raberite	Tl5Ag4As6SbS15 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:radekskodaite-la	Radekškodaite-(La)	(CaLa5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:radhakrishnaite	Radhakrishnaite	PbTe3(Cl,S)2 Nickel-Strunz 03.AA.50
min:radovanite	Radovanite	Cu2Fe3+(AsO4)(HAs3+O3)2 · H2O Nickel-Strunz 08.CB.40
min:radtkeite	Radtkeite	Hg2+3S2ICl Nickel-Strunz 02.FC.15d
min:raguinite	Raguinite	TlFeS2 Nickel-Strunz 02.CB.60
min:raisaite	Raisaite	CuMg[Te6+O4(OH)2]·6H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:raite	Raite	Na4Mn2+3Ti0.25Si8O20(OH)2 · 10H2O Nickel-Strunz 09.EE.55
min:rajite	Rajite	Cu(Te4+2O5) Nickel-Strunz 04.JK.20
min:rakovanite	Rakovanite	Na3(H3V10O28) · 15H2O Nickel-Strunz 08.00. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:ralphcannonite	Ralphcannonite	AgZn2TlAs2S6 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:ramaccioniite	Ramaccioniite	Cu4[SeO4](OH)6 Nickel-Strunz 07.BB. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:ramanite-cs	Ramanite-(Cs)	Cs[B5O6(OH)4] · 2H2O Nickel-Strunz 06.EA.10
min:ramanite-rb	Ramanite-(Rb)	Rb[B5O6(OH)4] · 2H2O Nickel-Strunz 06.EA.10
min:ramazzoite	Ramazzoite	[Mg8Cu12(PO4)(CO3)4(OH)24(H2O)20][(H0.33SO4)3(H2O)36] Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rambergite	Rambergite	MnS Nickel-Strunz 02.CB.45
min:ramdohrite	Ramdohrite	Pb5.9Fe0.1Mn0.1In0.1Cd0.2Ag2.8Sb10.8S24 Nickel-Strunz 02.JB.40a
min:rameauite	Rameauite	K2Ca(H[3]2O)(H[5]2O)4[(UO2)6O6(OH)4](H[4]2O) Nickel-Strunz 04.GB.05
min:ramikite-y	Ramikite-(Y)	Li4(Na,Ca)12Y6Zr6(PO4)12(CO3)4O4[(OH),F]4 Nickel-Strunz 08.00. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rammelsbergite	Rammelsbergite	NiAs2 Nickel-Strunz 02.EB.15a
min:ramsbeckite	Ramsbeckite	(Cu,Zn)15(SO4)4(OH)22 · 6H2O Nickel-Strunz 07.DD.60
min:ramsdellite	Ramsdellite	Mn4+O2 Nickel-Strunz 04.DB.15a
min:rancieite	Ranciéite	(Ca,Mn2+)0.2(Mn4+,Mn3+)O2 · 0.6H2O Nickel-Strunz 04.FL.40
min:rankachite	Rankachite	Ca0.5(V4+,V5+)(W6+,Fe3+)2O8(OH) · 2H2O Nickel-Strunz 07.GB.25
min:rankamaite	Rankamaite	(Na,K)3(Ta,Nb,Al)11(O,OH)31 Nickel-Strunz 04.DM.05
min:rankinite	Rankinite	Ca3Si2O7 Nickel-Strunz 09.BC.15
min:ransomite	Ransomite	CuFe2(SO4)4 · 6H2O Nickel-Strunz 07.CB.80
min:ranunculite	Ranunculite	HAl(UO2)(PO4)(OH)3 · 4H2O Nickel-Strunz 08.EB.40
min:rapidcreekite	Rapidcreekite	Ca2(SO4)(CO3) · 4H2O Nickel-Strunz 07.DG.20
min:rappoldite	Rappoldite	Pb(Co,Ni,Zn)2(AsO4)2 · 2H2O Nickel-Strunz 08.CG.20
min:raslakite	Raslakite	Na15Ca3Fe2+3(Na,Zr)3Zr3(Si,Nb)[(Si3O9)2(Si9O27)2SiO](OH,H2O)3(Cl,OH) Nickel-Strunz 09.CO.10
min:raspite	Raspite	Pb(WO4) Nickel-Strunz 04.DG.20
min:rastsvetaevite	Rastsvetaevite	Na27K8Ca12Fe3Zr6Si52O144(O,OH,H2O)6Cl2 Nickel-Strunz 09.CO.10
min:rasvumite	Rasvumite	KFe2S3 Nickel-Strunz 02.FB.20
min:rathite	Rathite	Ag2Pb12-xTlx/2As18+x/2S40 Nickel-Strunz 02.HC.05d
min:rathite-iv	Rathite-IV	PbAs2S4 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rauchite	Rauchite	Ni(UO2)2(AsO4)2 · 10H2O Nickel-Strunz 08.EB.05
min:rauenthalite	Rauenthalite	Ca3(AsO4)2 · 10H2O Nickel-Strunz 08.CJ.40
min:rauvite	Rauvite	Ca(UO2)2(V10O28) · 16H2O Nickel-Strunz 04.HB.40
min:ravatite	Ravatite	C14H10 Nickel-Strunz 10.BA.40
min:raygrantite	Raygrantite	Pb10Zn(SO4)6(SiO4)2(OH)2 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rayite	Rayite	Pb8(Ag,Tl)2Sb8S21 Nickel-Strunz 02.HC.10d
min:realgar	Realgar	As4S4 Nickel-Strunz 02.FA.15a
min:reaphookhillite	Reaphookhillite	MgZn2(PO4)2·4H2O Nickel-Strunz 08.CA. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rebulite	Rebulite	Tl5Sb5As8S22 Nickel-Strunz 02.HD.25
min:rectorite	Rectorite	(Na,Ca)Al4((Si,Al)8O20)(OH)4 · 2H2O Nickel-Strunz 09.EC.60
min:redcanyonite	Redcanyonite	(NH4)2Mn[(UO2)4O4(SO4)2](H2O)4 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:reddingite	Reddingite	(Mn2+,Fe2+)3(PO4)2 · 3H2O Nickel-Strunz 08.CC.05
min:redgillite	Redgillite	Cu6(SO4)(OH)10 · H2O Nickel-Strunz 07.DD.70
min:redikortsevite	Redikortsevite	(NH4)MgCl3 · 6H2O Nickel-Strunz 03.CJ.25
min:redingtonite	Redingtonite	(Fe2+,Mg,Ni)(Cr,Al)2(SO4)4·22H2O Nickel-Strunz 07.CB.85
min:redledgeite	Redledgeite	Ba(Ti4+6Cr3+2)O16 Nickel-Strunz 04.DK.05b
min:redondite	Redondite	AlPO4 · 2H2O Nickel-Strunz 08.CD. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:reederite-y	Reederite-(Y)	(Na,Mn)15Y2(CO3)9(FSO3)Cl Nickel-Strunz 05.BF.20
min:reedmergnerite	Reedmergnerite	NaBSi3O8 Nickel-Strunz 09.FA.35
min:reevesite	Reevesite	Ni6Fe3+2(OH)16(CO3) · 4H2O Nickel-Strunz 05.DA.50
min:refikite	Refikite	C20H32O2 Nickel-Strunz 10.CA.05
min:reichenbachite	Reichenbachite	Cu5(PO4)2(OH)4 Nickel-Strunz 08.BD.05
min:reidite	Reidite	ZrSiO4 Nickel-Strunz 09.AD.45
min:reinerite	Reinerite	Zn3(AsO3)2 Nickel-Strunz 04.JA.10
min:reinhardbraunsite	Reinhardbraunsite	Ca5(SiO4)2(OH,F)2 Nickel-Strunz 09.AF.45
min:renardite	Renardite	Pb(UO2)4(PO4)2(OH)4.H2O Nickel-Strunz 08.EC.10
min:rengeite	Rengeite	Sr4ZrTi4(Si2O7)2O8 Nickel-Strunz 09.BE.70
min:renierite	Renierite	(Cu1+,Zn)11Fe4(Ge4+,As5+)2S16 Nickel-Strunz 02.CB.35a
min:reppiaite	Reppiaite	Mn2+5(VO4)2(OH)4 Nickel-Strunz 08.BD.20
min:retgersite	Retgersite	NiSO4 · 6H2O Nickel-Strunz 07.CB.30
min:retzian-ce	Retzian-(Ce)	Mn2+2Ce(AsO4)(OH)4 Nickel-Strunz 08.BM.05
min:retzian-la	Retzian-(La)	(Mn2+,Mg)2(La,Ce,Nd)(AsO4)(OH)4 Nickel-Strunz 08.BM.05
min:retzian-nd	Retzian-(Nd)	Mn2+2(Nd,Ce,La)(AsO4)(OH)4 Nickel-Strunz 08.BM.05
min:revdite	Revdite	Na16Si16O27(OH)26 · 28H2O Nickel-Strunz 09.DM.30
min:reyerite	Reyerite	(Na,K)2Ca14(Si,Al)24O58(OH)8 · 6H2O Nickel-Strunz 09.EE.35
min:reynoldsite	Reynoldsite	Pb2Mn4+2O5(CrO4) Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rhabdoborite-v	Rhabdoborite-(V)	Mg12(V5+,Mo6+,W6+)1 · 5O6{[BO3]6-x[(P,As)O4]xF2-x} (x < 1) Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rhabdoborite-w	Rhabdoborite-(W)	Mg12(W6+,V5+)1 · 5O6{[BO3]6 x[(P,As)O4]xF2 x} (x < 1) Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rhabdophane-ce	Rhabdophane-(Ce)	Ce(PO4) · H2O Nickel-Strunz 08.CJ.45
min:rhabdophane-la	Rhabdophane-(La)	La(PO4) · H2O Nickel-Strunz 08.CJ.45
min:rhabdophane-nd	Rhabdophane-(Nd)	Nd(PO4) · H2O Nickel-Strunz 08.CJ.45
min:rhabdophane-y	Rhabdophane-(Y)	YPO4·H2O Nickel-Strunz 08.CJ. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rheniite	Rheniite	ReS2 Nickel-Strunz 02.EB.35
min:rhenium	Rhenium	Re Nickel-Strunz 01.AB.05
min:rhodarsenide	Rhodarsenide	(Rh,Pd)2As Nickel-Strunz 02.AC.25b
min:rhodesite	Rhodesite	KHCa2Si8O19 · 5H2O Nickel-Strunz 09.EB.05
min:rhodium	Rhodium	(Rh,Pt) Nickel-Strunz 01.AF.10
min:rhodizite	Rhodizite	(K,Cs)Al4Be4(B,Be)12O28 Nickel-Strunz 06.GC.05
min:rhodochrosite	Rhodochrosite	MnCO3 Nickel-Strunz 05.AB.05
min:rhodonite	Rhodonite	Mn2+SiO3 Nickel-Strunz 09.DK.05
min:rhodostannite	Rhodostannite	Cu1+(Fe2+0.5Sn4+1.5)S4 Nickel-Strunz 02.DA.10
min:rhodplumsite	Rhodplumsite	Rh3Pb2S2 Nickel-Strunz 02.BE.15
min:rhomboclase	Rhomboclase	(H5O2)Fe3+(SO4)2 · 2H2O Nickel-Strunz 07.CB.55
min:rhonite	Rhönite	Ca4[Mg8Fe3+2Ti2]O4[Si6Al6O36] Nickel-Strunz 09.DH.40
min:ribbeite	Ribbeite	Mn2+5(SiO4)2(OH)2 Nickel-Strunz 09.AF.65
min:richardsollyite	Richardsollyite	TlPbAsS3 Nickel-Strunz 02.HD. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:richellite	Richellite	CaFe3+2(PO4)2(OH,F)2 Nickel-Strunz 08.BB.90
min:richelsdorfite	Richelsdorfite	Ca2Cu5Sb(AsO4)4(OH)6Cl · 6H2O Nickel-Strunz 08.DK.
min:richetite	Richetite	(Fe3+,Mg)Pb 8.6(UO2)36O36(OH)24.41H2O Nickel-Strunz 04.GB.15
min:richterite	Richterite	{Na}{NaCa}{Mg5}(Si8O22)(OH)2 Nickel-Strunz 09.DE.20
min:rickardite	Rickardite	Cu7Te5 Nickel-Strunz 02.BA.30
min:rickturnerite	Rickturnerite	Pb7O4[Mg(OH)4](OH)Cl3 Nickel-Strunz 03.DB.
min:riebeckite	Riebeckite	->>[Na2][Fe2+3Fe3+2]Si8O22(OH)2 Nickel-Strunz 09.DE.25
min:riesite	Riesite	TiO2 Nickel-Strunz 04.00. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rietveldite	Rietveldite	Fe(UO2)(SO4)2(H2O)5 Nickel-Strunz 07.EB. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rilandite	Rilandite	Cr4Al2SiO11 · 5H2O or near Nickel-Strunz 09.HB.10
min:rimkorolgite	Rimkorolgite	(Mg,Mn)5(Ba,Sr,Ca)(PO4)4 · 8H2O Nickel-Strunz 08.CH.45
min:ringwoodite	Ringwoodite	(Mg,Fe2+)2SiO4 Nickel-Strunz 09.AC.15
min:rinkite-ce	Rinkite-(Ce)	(Ca3Ce)Na(NaCa)Ti(Si2O7)2(OF)F2 Nickel-Strunz 09.00.20
min:rinkite-y	Rinkite-(Y)	Na2Ca4YTi(Si2O7)2OF3 Nickel-Strunz 09.00.20 Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rinmanite	Rinmanite	Zn2Sb2Mg2Fe4O14(OH)2 Nickel-Strunz 04.CB.40
min:rinneite	Rinneite	K3Na[FeCl6] Nickel-Strunz 03.CJ.05
min:riomarinaite	Riomarinaite	Bi(SO4)(OH) · H2O Nickel-Strunz 07.DF.75
min:riotintoite	Riotintoite	Al(SO4)(OH)·3H2O Nickel-Strunz 07.D0. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:ripidolite	Ripidolite	(Mg,Fe,Al)6(Al,Si)4O10(OH)8 Nickel-Strunz 09.EC.55 Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rippite	Rippite	K2(Nb,Ti)2(Si4O12)O(O,F) Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rittmannite	Rittmannite	{(Mn2+,Ca)}{Mn2+}{(Fe2+,Mn2+,Mg)2}{(Al,Fe3+)2}(PO4)4(OH)2 · 8H2O Nickel-Strunz 08.DH.15
min:rivadavite	Rivadavite	Na6Mg[B6O7(OH)6]4 · 10H2O Nickel-Strunz 06.FA.20
min:riversideite	Riversideite	Ca5(HSi3O9)2 · 2H2O Nickel-Strunz 09.DG.10
min:roaldite	Roaldite	(Fe,Ni)4N Nickel-Strunz 01.BC.05
min:robertsite	Robertsite	Ca2Mn3+3(PO4)3O2 · 3H2O Nickel-Strunz 08.DH.30
min:robinsonite	Robinsonite	Pb4Sb6S13 Nickel-Strunz 02.HC.20
min:rockbridgeite	Rockbridgeite	Fe2+Fe3+4(PO4)3(OH)5 Nickel-Strunz 08.BC.10
min:rodalquilarite	Rodalquilarite	Fe2(TeO2OH)3(TeO3)Cl Nickel-Strunz 04.JL.05
min:rodolicoite	Rodolicoite	Fe3+PO4 Nickel-Strunz 08.AA.05
min:roeblingite	Roeblingite	Pb2Ca6Mn2+(Si3O9)2(SO4)2(OH)2 · 4H2O Nickel-Strunz 09.CB.05
min:roedderite	Roedderite	(Na,K)2(Mg,Fe)5Si12O30 Nickel-Strunz 09.CM.05
min:rogermitchellite	Rogermitchellite	Na6Sr12Ba2Zr13Si39B4O123(OH)6 ·20H2O Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:roggianite	Roggianite	Ca2Be(OH)2Al2Si4O13 · 2.5H2O Nickel-Strunz 09.GB.20
min:rohaite	Rohaite	(Tl,Pb,K)2Cu8.7Sb2S4 Nickel-Strunz 02.BD.35
min:rokuhnite	Rokühnite	FeCl2 · 2H2O Nickel-Strunz 03.BB.10
min:rollandite	Rollandite	Cu3(AsO4)2 · 4H2O Nickel-Strunz 08.CD.30
min:romanite	Romanite	(Fe2+,U,Pb)2(Ti,Fe3+)O12(?) Nickel-Strunz 04.CB.05
min:romanorlovite	Romanorlovite	K8Cu6Cl17(OH)3 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:romanechite	Romanèchite	(Ba,H2O)2(Mn4+,Mn3+)5O10 Nickel-Strunz 04.DK.10
min:romarchite	Romarchite	SnO Nickel-Strunz 04.AC.20
min:romeite	Roméite	Pb2Sb2O6O to (Ca,Na,->>)2Sb25+(O,OH)6F Nickel-Strunz 04.DH. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:romeite-group	Roméite Group	A2(Sb5+)2O6Z Nickel-Strunz 04.DH.
min:rondorfite	Rondorfite	Ca8Mg(SiO4)4Cl2 Nickel-Strunz 09.AB.20
min:rongibbsite	Rongibbsite	Pb2(Si4Al)O11(OH) Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:ronneburgite	Ronneburgite	K2MnV4O12 Nickel-Strunz 08.AC.75
min:rooseveltite	Rooseveltite	Bi(AsO4) Nickel-Strunz 08.AD.50
min:roquesite	Roquesite	CuInS2 Nickel-Strunz 02.CB.10a
min:rorisite	Rorisite	CaFCl Nickel-Strunz 03.DC.25
min:rosasite	Rosasite	(Cu,Zn)2(CO3)(OH)2 Nickel-Strunz 05.BA.10
min:roscherite	Roscherite	Ca2Mn2+5Be4(PO4)6(OH)4 · 6H2O Nickel-Strunz 08.DA.10
min:roscoelite	Roscoelite	K(V3+,Al)2(AlSi3O10)(OH)2 Nickel-Strunz 09.EC.15
min:roselite	Roselite	Ca2(Co2+,Mg)(AsO4)2 · 2H2O Nickel-Strunz 08.CG.10
min:roselite-beta	Roselite-?	Ca2Co(AsO4)2 · 2H2O Nickel-Strunz 08.CG. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rosemaryite	Rosemaryite	(Na,Ca,Mn)(Mn,Fe2+)(Fe3+,Mg)Al(PO4)3 Nickel-Strunz 08.AC.15
min:rosenbergite	Rosenbergite	AlF[F0.5(H2O)0.5]4·H2O Nickel-Strunz 03.CD.05
min:rosenbuschite	Rosenbuschite	Na6Ca6Zr3Ti(Si2O7)4O2F6 Nickel-Strunz 09.BE.22
min:rosenhahnite	Rosenhahnite	HCa3[Si3O9(OH)] Nickel-Strunz 09.BJ.10
min:roshchinite	Roshchinite	Ag19Pb10Sb51S96 Nickel-Strunz 02.JB.40a
min:rosiaite	Rosiaite	PbSb5+2O6 Nickel-Strunz 04.DH.25
min:rosickyite	Rosickýite	S Nickel-Strunz 01.CC.05
min:rosieresite	Rosièresite	(Pb, Cu, Al, P, O, H) Nickel-Strunz 08.DF.10
min:rossiantonite	Rossiantonite	Al3(PO4)(SO4)2(OH)2(H2O)14 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rossite	Rossite	Ca(VO3)2.4H2O Nickel-Strunz 04.HD.05
min:rossmanite	Rossmanite	˜?(LiAl2)Al6(Si6O18)(BO3)3(OH)3(OH) Nickel-Strunz 09.CK.05
min:rossovskyite	Rossovskyite	(Fe3+,Ta)(Nb,Ti)O4 Nickel-Strunz 04.DB. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rostite	Rostite	Al(SO4)(OH) · 5H2O Nickel-Strunz 07.DB.10
min:rouaite	Rouaite	Cu2(NO3)(OH)3 Nickel-Strunz 05.NB.05
min:roubaultite	Roubaultite	Cu2(UO2)3(CO3)2O2(OH)2.4H2O Nickel-Strunz 05.EA.25
min:roumaite	Roumaite	(Ca,Na,REE,->>)7(Nb,Ti)[Si2O7]2OF3 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rouseite	Rouseite	Pb2Mn2+[AsO3]2 · 2H2O Nickel-Strunz 04.JC.15
min:routhierite	Routhierite	Tl(Cu,Ag)(Hg,Zn)2(As,Sb)2S6 Nickel-Strunz 02.GA.40
min:rouvilleite	Rouvilleite	Na3(Ca,Mn,Fe)2(CO3)3F Nickel-Strunz 05.BC.10
min:rouxelite	Rouxelite	Cu2HgPb23Sb27S65.5 Nickel-Strunz 02.JB.25j
min:roweite	Roweite	Ca2Mn2+2B4O7(OH)6 Nickel-Strunz 06.DA.25
min:rowlandite-y	Rowlandite-(Y)	(Y,Ce)4Fe2+(Si2O7)2F2 (?) Nickel-Strunz 09.HG.20
min:rowleyite	Rowleyite	[Na(NH4,K)9Cl4][V5+,4+2(P,As)O8]6·n[H2O,Na,NH4,K,Cl] Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:roxbyite	Roxbyite	Cu9S5 Nickel-Strunz 02.BA.05
min:roymillerite	Roymillerite	Pb24Mg9(Si10O28)(CO3)10(BO3)(SiO4)(OH)13O5 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rozenite	Rozenite	FeSO4 · 4H2O Nickel-Strunz 07.CB.15
min:rozhdestvenskayaite	Rozhdestvenskayaite	Ag6Ag4Zn2Sb4S12S Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
min:rruffite	Rruffite	Ca2Cu(AsO4)2 · 2H2O Nickel-Strunz 08.CG.10
min:ruarsite	Ruarsite	(Ru,Os)AsS Nickel-Strunz 02.EB.20
min:rubicline	Rubicline	Rb(AlSi3O8) Nickel-Strunz 09.FA.30
min:rubinite	Rubinite	Ca3Ti3+2Si3O12 Nickel-Strunz 99.99. Speculative Nickel-Strunz classification by the GSQ, Not approved by AMA.
